 0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
 0.10000000E-01  0.55762050E-15  0.00000000E+00  0.88909270E-14  0.00000000E+00  0.54388530E-13  0.00000000E+00
 0.20000000E-01  0.35343360E-13  0.00000000E+00  0.56351680E-12  0.00000000E+00  0.34470970E-11  0.00000000E+00
 0.30000000E-01  0.39877820E-12  0.00000000E+00  0.63579210E-11  0.00000000E+00  0.38890090E-10  0.00000000E+00
 0.40000000E-01  0.22198600E-11  0.00000000E+00  0.35390570E-10  0.00000000E+00  0.21646090E-09  0.00000000E+00
 0.50000000E-01  0.83913310E-11  0.00000000E+00  0.13377200E-09  0.00000000E+00  0.81811800E-09  0.00000000E+00
 0.60000000E-01  0.24833900E-10  0.00000000E+00  0.39586330E-09  0.00000000E+00  0.24207260E-08  0.00000000E+00
 0.70000000E-01  0.62077050E-10  0.00000000E+00  0.98944370E-09  0.00000000E+00  0.60496750E-08  0.00000000E+00
 0.80000000E-01  0.13714000E-09  0.00000000E+00  0.21856360E-08  0.00000000E+00  0.13361340E-07  0.00000000E+00
 0.90000000E-01  0.27569830E-09  0.00000000E+00  0.43933410E-08  0.00000000E+00  0.26852770E-07  0.00000000E+00
 0.10000000E+00  0.51452230E-09  0.00000000E+00  0.81979650E-08  0.00000000E+00  0.50097130E-07  0.00000000E+00
 0.11000000E+00  0.90417590E-09  0.00000000E+00  0.14404210E-07  0.00000000E+00  0.88003450E-07  0.00000000E+00
 0.12000000E+00  0.15119640E-08  0.00000000E+00  0.24082780E-07  0.00000000E+00  0.14709940E-06  0.00000000E+00
 0.13000000E+00  0.24251190E-08  0.00000000E+00  0.38620720E-07  0.00000000E+00  0.23583560E-06  0.00000000E+00
 0.14000000E+00  0.37542150E-08  0.00000000E+00  0.59775360E-07  0.00000000E+00  0.36491070E-06  0.00000000E+00
 0.15000000E+00  0.56368010E-08  0.00000000E+00  0.89731580E-07  0.00000000E+00  0.54761550E-06  0.00000000E+00
 0.16000000E+00  0.82412460E-08  0.00000000E+00  0.13116220E-06  0.00000000E+00  0.80019500E-06  0.00000000E+00
 0.17000000E+00  0.11770790E-07  0.00000000E+00  0.18729160E-06  0.00000000E+00  0.11422280E-05  0.00000000E+00
 0.18000000E+00  0.16467770E-07  0.00000000E+00  0.26196180E-06  0.00000000E+00  0.15970200E-05  0.00000000E+00
 0.19000000E+00  0.22618060E-07  0.00000000E+00  0.35970200E-06  0.00000000E+00  0.21920160E-05  0.00000000E+00
 0.20000000E+00  0.30555700E-07  0.00000000E+00  0.48580000E-06  0.00000000E+00  0.29592200E-05  0.00000000E+00
 0.21000000E+00  0.40667600E-07  0.00000000E+00  0.64637610E-06  0.00000000E+00  0.39356340E-05  0.00000000E+00
 0.22000000E+00  0.53398570E-07  0.00000000E+00  0.84846020E-06  0.00000000E+00  0.51637010E-05  0.00000000E+00
 0.23000000E+00  0.69256360E-07  0.00000000E+00  0.11000700E-05  0.00000000E+00  0.66917620E-05  0.00000000E+00
 0.24000000E+00  0.88816940E-07  0.00000000E+00  0.14102910E-05  0.00000000E+00  0.85745260E-05  0.00000000E+00
 0.25000000E+00  0.11272990E-06  0.00000000E+00  0.17893610E-05  0.00000000E+00  0.10873540E-04  0.00000000E+00
 0.26000000E+00  0.14172400E-06  0.00000000E+00  0.22487530E-05  0.00000000E+00  0.13657680E-04  0.00000000E+00
 0.27000000E+00  0.17661270E-06  0.00000000E+00  0.28012600E-05  0.00000000E+00  0.17003610E-04  0.00000000E+00
 0.28000000E+00  0.21830030E-06  0.00000000E+00  0.34610870E-05  0.00000000E+00  0.20996320E-04  0.00000000E+00
 0.29000000E+00  0.26778740E-06  0.00000000E+00  0.42439340E-05  0.00000000E+00  0.25729590E-04  0.00000000E+00
 0.30000000E+00  0.32617750E-06  0.00000000E+00  0.51670930E-05  0.00000000E+00  0.31306490E-04  0.00000000E+00
 0.31000000E+00  0.39468260E-06  0.00000000E+00  0.62495350E-05  0.00000000E+00  0.37839900E-04  0.00000000E+00
 0.32000000E+00  0.47462990E-06  0.00000000E+00  0.75120020E-05  0.00000000E+00  0.45453020E-04  0.00000000E+00
 0.33000000E+00  0.56746790E-06  0.00000000E+00  0.89771070E-05  0.00000000E+00  0.54279820E-04  0.00000000E+00
 0.34000000E+00  0.67477320E-06  0.00000000E+00  0.10669420E-04  0.00000000E+00  0.64465630E-04  0.00000000E+00
 0.35000000E+00  0.79825670E-06  0.00000000E+00  0.12615580E-04  0.00000000E+00  0.76167590E-04  0.00000000E+00
 0.36000000E+00  0.93977060E-06  0.00000000E+00  0.14844360E-04  0.00000000E+00  0.89555140E-04  0.00000000E+00
 0.37000000E+00  0.11013150E-05  0.00000000E+00  0.17386800E-04  0.00000000E+00  0.10481060E-03  0.00000000E+00
 0.38000000E+00  0.12850450E-05  0.00000000E+00  0.20276290E-04  0.00000000E+00  0.12212940E-03  0.00000000E+00
 0.39000000E+00  0.14932770E-05  0.00000000E+00  0.23548650E-04  0.00000000E+00  0.14172120E-03  0.00000000E+00
 0.40000000E+00  0.17284970E-05  0.00000000E+00  0.27242270E-04  0.00000000E+00  0.16380950E-03  0.00000000E+00
 0.41000000E+00  0.19933660E-05  0.00000000E+00  0.31398170E-04  0.00000000E+00  0.18863290E-03  0.00000000E+00
 0.42000000E+00  0.22907300E-05  0.00000000E+00  0.36060110E-04  0.00000000E+00  0.21644510E-03  0.00000000E+00
 0.43000000E+00  0.26236230E-05  0.00000000E+00  0.41274710E-04  0.00000000E+00  0.24751560E-03  0.00000000E+00
 0.44000000E+00  0.29952790E-05  0.00000000E+00  0.47091530E-04  0.00000000E+00  0.28212990E-03  0.00000000E+00
 0.45000000E+00  0.34091360E-05  0.00000000E+00  0.53563150E-04  0.00000000E+00  0.32059040E-03  0.00000000E+00
 0.46000000E+00  0.38688460E-05  0.00000000E+00  0.60745340E-04  0.00000000E+00  0.36321640E-03  0.00000000E+00
 0.47000000E+00  0.43782790E-05  0.00000000E+00  0.68697060E-04  0.00000000E+00  0.41034490E-03  0.00000000E+00
 0.48000000E+00  0.49415370E-05  0.00000000E+00  0.77480670E-04  0.00000000E+00  0.46233060E-03  0.00000000E+00
 0.49000000E+00  0.55629550E-05  0.00000000E+00  0.87161930E-04  0.00000000E+00  0.51954680E-03  0.00000000E+00
 0.50000000E+00  0.62471110E-05  0.00000000E+00  0.97810170E-04  0.00000000E+00  0.58238520E-03  0.00000000E+00
 0.51000000E+00  0.69988380E-05  0.00000000E+00  0.10949830E-03  0.00000000E+00  0.65125710E-03  0.00000000E+00
 0.52000000E+00  0.78232250E-05  0.00000000E+00  0.12230320E-03  0.00000000E+00  0.72659310E-03  0.00000000E+00
 0.53000000E+00  0.87256310E-05  0.00000000E+00  0.13630520E-03  0.00000000E+00  0.80884350E-03  0.00000000E+00
 0.54000000E+00  0.97116880E-05  0.00000000E+00  0.15158880E-03  0.00000000E+00  0.89847920E-03  0.00000000E+00
 0.55000000E+00  0.10787310E-04  0.00000000E+00  0.16824270E-03  0.00000000E+00  0.99599150E-03  0.00000000E+00
 0.56000000E+00  0.11958720E-04  0.00000000E+00  0.18635930E-03  0.00000000E+00  0.11018920E-02  0.00000000E+00
 0.57000000E+00  0.13232410E-04  0.00000000E+00  0.20603570E-03  0.00000000E+00  0.12167160E-02  0.00000000E+00
 0.58000000E+00  0.14615210E-04  0.00000000E+00  0.22737300E-03  0.00000000E+00  0.13410160E-02  0.00000000E+00
 0.59000000E+00  0.16114240E-04  0.00000000E+00  0.25047690E-03  0.00000000E+00  0.14753700E-02  0.00000000E+00
 0.60000000E+00  0.17736970E-04  0.00000000E+00  0.27545740E-03  0.00000000E+00  0.16203760E-02  0.00000000E+00
 0.61000000E+00  0.19491200E-04  0.00000000E+00  0.30242930E-03  0.00000000E+00  0.17766560E-02  0.00000000E+00
 0.62000000E+00  0.21385050E-04  0.00000000E+00  0.33151210E-03  0.00000000E+00  0.19448530E-02  0.00000000E+00
 0.63000000E+00  0.23427010E-04  0.00000000E+00  0.36283000E-03  0.00000000E+00  0.21256320E-02  0.00000000E+00
 0.64000000E+00  0.25625930E-04  0.00000000E+00  0.39651200E-03  0.00000000E+00  0.23196840E-02  0.00000000E+00
 0.65000000E+00  0.27991030E-04  0.00000000E+00  0.43269230E-03  0.00000000E+00  0.25277190E-02  0.00000000E+00
 0.66000000E+00  0.30531880E-04  0.00000000E+00  0.47151000E-03  0.00000000E+00  0.27504740E-02  0.00000000E+00
 0.67000000E+00  0.33258470E-04  0.00000000E+00  0.51310930E-03  0.00000000E+00  0.29887060E-02  0.00000000E+00
 0.68000000E+00  0.36181160E-04  0.00000000E+00  0.55763970E-03  0.00000000E+00  0.32431980E-02  0.00000000E+00
 0.69000000E+00  0.39310730E-04  0.00000000E+00  0.60525610E-03  0.00000000E+00  0.35147550E-02  0.00000000E+00
 0.70000000E+00  0.42658360E-04  0.00000000E+00  0.65611860E-03  0.00000000E+00  0.38042060E-02  0.00000000E+00
 0.71000000E+00  0.46235660E-04  0.00000000E+00  0.71039280E-03  0.00000000E+00  0.41124030E-02  0.00000000E+00
 0.72000000E+00  0.50054650E-04  0.00000000E+00  0.76825010E-03  0.00000000E+00  0.44402220E-02  0.00000000E+00
 0.73000000E+00  0.54127810E-04  0.00000000E+00  0.82986700E-03  0.00000000E+00  0.47885640E-02  0.00000000E+00
 0.74000000E+00  0.58468060E-04  0.00000000E+00  0.89542630E-03  0.00000000E+00  0.51583500E-02  0.00000000E+00
 0.75000000E+00  0.63088770E-04  0.00000000E+00  0.96511620E-03  0.00000000E+00  0.55505290E-02  0.00000000E+00
 0.76000000E+00  0.68003780E-04  0.00000000E+00  0.10391310E-02  0.00000000E+00  0.59660690E-02  0.00000000E+00
 0.77000000E+00  0.73227410E-04  0.00000000E+00  0.11176700E-02  0.00000000E+00  0.64059640E-02  0.00000000E+00
 0.78000000E+00  0.78774450E-04  0.00000000E+00  0.12009400E-02  0.00000000E+00  0.68712300E-02  0.00000000E+00
 0.79000000E+00  0.84660190E-04  0.00000000E+00  0.12891530E-02  0.00000000E+00  0.73629070E-02  0.00000000E+00
 0.80000000E+00  0.90900420E-04  0.00000000E+00  0.13825270E-02  0.00000000E+00  0.78820570E-02  0.00000000E+00
 0.81000000E+00  0.97511430E-04  0.00000000E+00  0.14812860E-02  0.00000000E+00  0.84297640E-02  0.00000000E+00
 0.82000000E+00  0.10451000E-03  0.00000000E+00  0.15856600E-02  0.00000000E+00  0.90071360E-02  0.00000000E+00
 0.83000000E+00  0.11191360E-03  0.00000000E+00  0.16958880E-02  0.00000000E+00  0.96153020E-02  0.00000000E+00
 0.84000000E+00  0.11974000E-03  0.00000000E+00  0.18122100E-02  0.00000000E+00  0.10255410E-01  0.00000000E+00
 0.85000000E+00  0.12800760E-03  0.00000000E+00  0.19348780E-02  0.00000000E+00  0.10928640E-01  0.00000000E+00
 0.86000000E+00  0.13673550E-03  0.00000000E+00  0.20641460E-02  0.00000000E+00  0.11636170E-01  0.00000000E+00
 0.87000000E+00  0.14594320E-03  0.00000000E+00  0.22002780E-02  0.00000000E+00  0.12379230E-01  0.00000000E+00
 0.88000000E+00  0.15565070E-03  0.00000000E+00  0.23435420E-02  0.00000000E+00  0.13159050E-01  0.00000000E+00
 0.89000000E+00  0.16587880E-03  0.00000000E+00  0.24942120E-02  0.00000000E+00  0.13976880E-01  0.00000000E+00
 0.90000000E+00  0.17664870E-03  0.00000000E+00  0.26525720E-02  0.00000000E+00  0.14833990E-01  0.00000000E+00
 0.91000000E+00  0.18798240E-03  0.00000000E+00  0.28189100E-02  0.00000000E+00  0.15731690E-01  0.00000000E+00
 0.92000000E+00  0.19990240E-03  0.00000000E+00  0.29935200E-02  0.00000000E+00  0.16671260E-01  0.00000000E+00
 0.93000000E+00  0.21243160E-03  0.00000000E+00  0.31767040E-02  0.00000000E+00  0.17654060E-01  0.00000000E+00
 0.94000000E+00  0.22559390E-03  0.00000000E+00  0.33687700E-02  0.00000000E+00  0.18681410E-01  0.00000000E+00
 0.95000000E+00  0.23941350E-03  0.00000000E+00  0.35700340E-02  0.00000000E+00  0.19754690E-01  0.00000000E+00
 0.96000000E+00  0.25391560E-03  0.00000000E+00  0.37808180E-02  0.00000000E+00  0.20875270E-01  0.00000000E+00
 0.97000000E+00  0.26912570E-03  0.00000000E+00  0.40014490E-02  0.00000000E+00  0.22044540E-01  0.00000000E+00
 0.98000000E+00  0.28507000E-03  0.00000000E+00  0.42322620E-02  0.00000000E+00  0.23263910E-01  0.00000000E+00
 0.99000000E+00  0.30177570E-03  0.00000000E+00  0.44735990E-02  0.00000000E+00  0.24534800E-01  0.00000000E+00
 0.10000000E+01  0.31927020E-03  0.00000000E+00  0.47258090E-02  0.00000000E+00  0.25858640E-01  0.00000000E+00
 0.10100000E+01  0.33758190E-03  0.00000000E+00  0.49892460E-02  0.00000000E+00  0.27236890E-01  0.00000000E+00
 0.10200000E+01  0.35673980E-03  0.00000000E+00  0.52642720E-02  0.00000000E+00  0.28670990E-01  0.00000000E+00
 0.10300000E+01  0.37677360E-03  0.00000000E+00  0.55512550E-02  0.00000000E+00  0.30162410E-01  0.00000000E+00
 0.10400000E+01  0.39771360E-03  0.00000000E+00  0.58505710E-02  0.00000000E+00  0.31712640E-01  0.00000000E+00
 0.10500000E+01  0.41959100E-03  0.00000000E+00  0.61625990E-02  0.00000000E+00  0.33323150E-01  0.00000000E+00
 0.10600000E+01  0.44243750E-03  0.00000000E+00  0.64877300E-02  0.00000000E+00  0.34995440E-01  0.00000000E+00
 0.10700000E+01  0.46628570E-03  0.00000000E+00  0.68263550E-02  0.00000000E+00  0.36731000E-01  0.00000000E+00
 0.10800000E+01  0.49116880E-03  0.00000000E+00  0.71788780E-02  0.00000000E+00  0.38531350E-01  0.00000000E+00
 0.10900000E+01  0.51712090E-03  0.00000000E+00  0.75457040E-02  0.00000000E+00  0.40397990E-01  0.00000000E+00
 0.11000000E+01  0.54417650E-03  0.00000000E+00  0.79272470E-02  0.00000000E+00  0.42332440E-01  0.00000000E+00
 0.11100000E+01  0.57237130E-03  0.00000000E+00  0.83239270E-02  0.00000000E+00  0.44336200E-01  0.00000000E+00
 0.11200000E+01  0.60174150E-03  0.00000000E+00  0.87361710E-02  0.00000000E+00  0.46410800E-01  0.00000000E+00
 0.11300000E+01  0.63232400E-03  0.00000000E+00  0.91644100E-02  0.00000000E+00  0.48557750E-01  0.00000000E+00
 0.11400000E+01  0.66415660E-03  0.00000000E+00  0.96090820E-02  0.00000000E+00  0.50778570E-01  0.00000000E+00
 0.11500000E+01  0.69727780E-03  0.00000000E+00  0.10070630E-01  0.00000000E+00  0.53074760E-01  0.00000000E+00
 0.11600000E+01  0.73172690E-03  0.00000000E+00  0.10549510E-01  0.00000000E+00  0.55447840E-01  0.00000000E+00
 0.11700000E+01  0.76754400E-03  0.00000000E+00  0.11046170E-01  0.00000000E+00  0.57899310E-01  0.00000000E+00
 0.11800000E+01  0.80476990E-03  0.00000000E+00  0.11561080E-01  0.00000000E+00  0.60430660E-01  0.00000000E+00
 0.11900000E+01  0.84344620E-03  0.00000000E+00  0.12094700E-01  0.00000000E+00  0.63043380E-01  0.00000000E+00
 0.12000000E+01  0.88361550E-03  0.00000000E+00  0.12647500E-01  0.00000000E+00  0.65738960E-01  0.00000000E+00
 0.12100000E+01  0.92532090E-03  0.00000000E+00  0.13219970E-01  0.00000000E+00  0.68518850E-01  0.00000000E+00
 0.12200000E+01  0.96860650E-03  0.00000000E+00  0.13812580E-01  0.00000000E+00  0.71384530E-01  0.00000000E+00
 0.12300000E+01  0.10135170E-02  0.00000000E+00  0.14425820E-01  0.00000000E+00  0.74337430E-01  0.00000000E+00
