 0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
 0.10000000E-01  0.90350760E-06  0.00000000E+00  0.22049450E-05  0.00000000E+00  0.46953810E-05  0.00000000E+00
 0.20000000E-01  0.70885010E-05  0.00000000E+00  0.17298290E-04  0.00000000E+00  0.36834160E-04  0.00000000E+00
 0.30000000E-01  0.23469620E-04  0.00000000E+00  0.57269840E-04  0.00000000E+00  0.12193570E-03  0.00000000E+00
 0.40000000E-01  0.54593860E-04  0.00000000E+00  0.13320580E-03  0.00000000E+00  0.28357500E-03  0.00000000E+00
 0.50000000E-01  0.10467350E-03  0.00000000E+00  0.25536640E-03  0.00000000E+00  0.54353930E-03  0.00000000E+00
 0.60000000E-01  0.17761590E-03  0.00000000E+00  0.43325590E-03  0.00000000E+00  0.92196930E-03  0.00000000E+00
 0.70000000E-01  0.27705020E-03  0.00000000E+00  0.67568570E-03  0.00000000E+00  0.14374860E-02  0.00000000E+00
 0.80000000E-01  0.40635120E-03  0.00000000E+00  0.99083040E-03  0.00000000E+00  0.21073050E-02  0.00000000E+00
 0.90000000E-01  0.56866080E-03  0.00000000E+00  0.13862780E-02  0.00000000E+00  0.29473340E-02  0.00000000E+00
 0.10000000E+00  0.76690670E-03  0.00000000E+00  0.18690750E-02  0.00000000E+00  0.39722660E-02  0.00000000E+00
 0.11000000E+00  0.10038190E-02  0.00000000E+00  0.24457620E-02  0.00000000E+00  0.51956540E-02  0.00000000E+00
 0.12000000E+00  0.12819460E-02  0.00000000E+00  0.31224160E-02  0.00000000E+00  0.66299860E-02  0.00000000E+00
 0.13000000E+00  0.16036660E-02  0.00000000E+00  0.39046720E-02  0.00000000E+00  0.82867380E-02  0.00000000E+00
 0.14000000E+00  0.19711990E-02  0.00000000E+00  0.47977560E-02  0.00000000E+00  0.10176440E-01  0.00000000E+00
 0.15000000E+00  0.23866190E-02  0.00000000E+00  0.58065100E-02  0.00000000E+00  0.12308710E-01  0.00000000E+00
 0.16000000E+00  0.28518610E-02  0.00000000E+00  0.69354100E-02  0.00000000E+00  0.14692310E-01  0.00000000E+00
 0.17000000E+00  0.33687310E-02  0.00000000E+00  0.81885850E-02  0.00000000E+00  0.17335180E-01  0.00000000E+00
 0.18000000E+00  0.39389120E-02  0.00000000E+00  0.95698380E-02  0.00000000E+00  0.20244460E-01  0.00000000E+00
 0.19000000E+00  0.45639710E-02  0.00000000E+00  0.11082660E-01  0.00000000E+00  0.23426560E-01  0.00000000E+00
 0.20000000E+00  0.52453660E-02  0.00000000E+00  0.12730250E-01  0.00000000E+00  0.26887150E-01  0.00000000E+00
 0.21000000E+00  0.59844510E-02  0.00000000E+00  0.14515500E-01  0.00000000E+00  0.30631180E-01  0.00000000E+00
 0.22000000E+00  0.67824810E-02  0.00000000E+00  0.16441060E-01  0.00000000E+00  0.34662940E-01  0.00000000E+00
 0.23000000E+00  0.76406180E-02  0.00000000E+00  0.18509290E-01  0.00000000E+00  0.38986080E-01  0.00000000E+00
 0.24000000E+00  0.85599330E-02  0.00000000E+00  0.20722320E-01  0.00000000E+00  0.43603600E-01  0.00000000E+00
 0.25000000E+00  0.95414110E-02  0.00000000E+00  0.23082040E-01  0.00000000E+00  0.48517880E-01  0.00000000E+00
 0.26000000E+00  0.10585960E-01  0.00000000E+00  0.25590070E-01  0.00000000E+00  0.53730750E-01  0.00000000E+00
 0.27000000E+00  0.11694400E-01  0.00000000E+00  0.28247860E-01  0.00000000E+00  0.59243420E-01  0.00000000E+00
 0.28000000E+00  0.12867480E-01  0.00000000E+00  0.31056610E-01  0.00000000E+00  0.65056570E-01  0.00000000E+00
 0.29000000E+00  0.14105900E-01  0.00000000E+00  0.34017310E-01  0.00000000E+00  0.71170340E-01  0.00000000E+00
