 0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
 0.10000000E-01  0.66441870E-15  0.00000000E+00  0.10720190E-13  0.00000000E+00  0.65994180E-13  0.00000000E+00
 0.20000000E-01  0.42107620E-13  0.00000000E+00  0.67937860E-12  0.00000000E+00  0.41821690E-11  0.00000000E+00
 0.30000000E-01  0.47500820E-12  0.00000000E+00  0.76636710E-11  0.00000000E+00  0.47174120E-10  0.00000000E+00
 0.40000000E-01  0.26435020E-11  0.00000000E+00  0.42647530E-10  0.00000000E+00  0.26249970E-09  0.00000000E+00
 0.50000000E-01  0.99893730E-11  0.00000000E+00  0.16114790E-09  0.00000000E+00  0.99178710E-09  0.00000000E+00
 0.60000000E-01  0.29551220E-10  0.00000000E+00  0.47668090E-09  0.00000000E+00  0.29334000E-08  0.00000000E+00
 0.70000000E-01  0.73833880E-10  0.00000000E+00  0.11908800E-08  0.00000000E+00  0.73274320E-08  0.00000000E+00
 0.80000000E-01  0.16302550E-09  0.00000000E+00  0.26291850E-08  0.00000000E+00  0.16174700E-07  0.00000000E+00
 0.90000000E-01  0.32754120E-09  0.00000000E+00  0.52817620E-08  0.00000000E+00  0.32487460E-07  0.00000000E+00
 0.10000000E+00  0.61087420E-09  0.00000000E+00  0.98493060E-08  0.00000000E+00  0.60569670E-07  0.00000000E+00
 0.11000000E+00  0.10727360E-08  0.00000000E+00  0.17293440E-07  0.00000000E+00  0.10632480E-06  0.00000000E+00
 0.12000000E+00  0.17924710E-08  0.00000000E+00  0.28891430E-07  0.00000000E+00  0.17758890E-06  0.00000000E+00
 0.13000000E+00  0.28727250E-08  0.00000000E+00  0.46294880E-07  0.00000000E+00  0.28448830E-06  0.00000000E+00
 0.14000000E+00  0.44433570E-08  0.00000000E+00  0.71592220E-07  0.00000000E+00  0.43981750E-06  0.00000000E+00
 0.15000000E+00  0.66655820E-08  0.00000000E+00  0.10737470E-06  0.00000000E+00  0.65943900E-06  0.00000000E+00
 0.16000000E+00  0.97363290E-08  0.00000000E+00  0.15680590E-06  0.00000000E+00  0.96270050E-06  0.00000000E+00
 0.17000000E+00  0.13892800E-07  0.00000000E+00  0.22369350E-06  0.00000000E+00  0.13728690E-05  0.00000000E+00
 0.18000000E+00  0.19417200E-07  0.00000000E+00  0.31256520E-06  0.00000000E+00  0.19175820E-05  0.00000000E+00
 0.19000000E+00  0.26641720E-07  0.00000000E+00  0.42874610E-06  0.00000000E+00  0.26293080E-05  0.00000000E+00
 0.20000000E+00  0.35953590E-07  0.00000000E+00  0.57843910E-06  0.00000000E+00  0.35458270E-05  0.00000000E+00
 0.21000000E+00  0.47800350E-07  0.00000000E+00  0.76880740E-06  0.00000000E+00  0.47107100E-05  0.00000000E+00
 0.22000000E+00  0.62695280E-07  0.00000000E+00  0.10080590E-05  0.00000000E+00  0.61738240E-05  0.00000000E+00
 0.23000000E+00  0.81222960E-07  0.00000000E+00  0.13055340E-05  0.00000000E+00  0.79918320E-05  0.00000000E+00
 0.24000000E+00  0.10404490E-06  0.00000000E+00  0.16717910E-05  0.00000000E+00  0.10228700E-04  0.00000000E+00
 0.25000000E+00  0.13190550E-06  0.00000000E+00  0.21187000E-05  0.00000000E+00  0.12956230E-04  0.00000000E+00
 0.26000000E+00  0.16563780E-06  0.00000000E+00  0.26595300E-05  0.00000000E+00  0.16254560E-04  0.00000000E+00
 0.27000000E+00  0.20616970E-06  0.00000000E+00  0.33090440E-05  0.00000000E+00  0.20212700E-04  0.00000000E+00
 0.28000000E+00  0.25453010E-06  0.00000000E+00  0.40835940E-05  0.00000000E+00  0.24929080E-04  0.00000000E+00
 0.29000000E+00  0.31185480E-06  0.00000000E+00  0.50012130E-05  0.00000000E+00  0.30512030E-04  0.00000000E+00
 0.30000000E+00  0.37939360E-06  0.00000000E+00  0.60817110E-05  0.00000000E+00  0.37080360E-04  0.00000000E+00
 0.31000000E+00  0.45851600E-06  0.00000000E+00  0.73467730E-05  0.00000000E+00  0.44763860E-04  0.00000000E+00
 0.32000000E+00  0.55071820E-06  0.00000000E+00  0.88200560E-05  0.00000000E+00  0.53703830E-04  0.00000000E+00
 0.33000000E+00  0.65762960E-06  0.00000000E+00  0.10527290E-04  0.00000000E+00  0.64053620E-04  0.00000000E+00
 0.34000000E+00  0.78101920E-06  0.00000000E+00  0.12496360E-04  0.00000000E+00  0.75979110E-04  0.00000000E+00
 0.35000000E+00  0.92280310E-06  0.00000000E+00  0.14757440E-04  0.00000000E+00  0.89659290E-04  0.00000000E+00
 0.36000000E+00  0.10850500E-05  0.00000000E+00  0.17343050E-04  0.00000000E+00  0.10528670E-03  0.00000000E+00
 0.37000000E+00  0.12699910E-05  0.00000000E+00  0.20288190E-04  0.00000000E+00  0.12306800E-03  0.00000000E+00
 0.38000000E+00  0.14800220E-05  0.00000000E+00  0.23630400E-04  0.00000000E+00  0.14322450E-03  0.00000000E+00
 0.39000000E+00  0.17177150E-05  0.00000000E+00  0.27409920E-04  0.00000000E+00  0.16599240E-03  0.00000000E+00
 0.40000000E+00  0.19858230E-05  0.00000000E+00  0.31669740E-04  0.00000000E+00  0.19162370E-03  0.00000000E+00
 0.41000000E+00  0.22872870E-05  0.00000000E+00  0.36455690E-04  0.00000000E+00  0.22038630E-03  0.00000000E+00
 0.42000000E+00  0.26252470E-05  0.00000000E+00  0.41816590E-04  0.00000000E+00  0.25256460E-03  0.00000000E+00
 0.43000000E+00  0.30030420E-05  0.00000000E+00  0.47804320E-04  0.00000000E+00  0.28845990E-03  0.00000000E+00
 0.44000000E+00  0.34242240E-05  0.00000000E+00  0.54473920E-04  0.00000000E+00  0.32839120E-03  0.00000000E+00
 0.45000000E+00  0.38925630E-05  0.00000000E+00  0.61883680E-04  0.00000000E+00  0.37269500E-03  0.00000000E+00
 0.46000000E+00  0.44120540E-05  0.00000000E+00  0.70095250E-04  0.00000000E+00  0.42172620E-03  0.00000000E+00
 0.47000000E+00  0.49869250E-05  0.00000000E+00  0.79173760E-04  0.00000000E+00  0.47585840E-03  0.00000000E+00
 0.48000000E+00  0.56216450E-05  0.00000000E+00  0.89187860E-04  0.00000000E+00  0.53548420E-03  0.00000000E+00
