 0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
 0.10000000E-01  0.91967660E-09  0.00000000E+00  0.42572030E-08  0.00000000E+00  0.11730200E-07  0.00000000E+00
 0.20000000E-01  0.14501830E-07  0.00000000E+00  0.67127220E-07  0.00000000E+00  0.18495240E-06  0.00000000E+00
 0.30000000E-01  0.72372910E-07  0.00000000E+00  0.33498820E-06  0.00000000E+00  0.92290670E-06  0.00000000E+00
 0.40000000E-01  0.22554750E-06  0.00000000E+00  0.10439030E-05  0.00000000E+00  0.28756900E-05  0.00000000E+00
 0.50000000E-01  0.54312730E-06  0.00000000E+00  0.25135260E-05  0.00000000E+00  0.69231770E-05  0.00000000E+00
 0.60000000E-01  0.11111270E-05  0.00000000E+00  0.51415740E-05  0.00000000E+00  0.14159400E-04  0.00000000E+00
 0.70000000E-01  0.20314150E-05  0.00000000E+00  0.93987980E-05  0.00000000E+00  0.25878210E-04  0.00000000E+00
 0.80000000E-01  0.34207490E-05  0.00000000E+00  0.15824390E-04  0.00000000E+00  0.43560050E-04  0.00000000E+00
 0.90000000E-01  0.54099010E-05  0.00000000E+00  0.25021770E-04  0.00000000E+00  0.68859740E-04  0.00000000E+00
 0.10000000E+00  0.81428590E-05  0.00000000E+00  0.37654700E-04  0.00000000E+00  0.10359500E-03  0.00000000E+00
 0.11000000E+00  0.11776090E-04  0.00000000E+00  0.54443700E-04  0.00000000E+00  0.14973580E-03  0.00000000E+00
 0.12000000E+00  0.16477840E-04  0.00000000E+00  0.76162660E-04  0.00000000E+00  0.20939420E-03  0.00000000E+00
 0.13000000E+00  0.22427560E-04  0.00000000E+00  0.10363570E-03  0.00000000E+00  0.28481480E-03  0.00000000E+00
 0.14000000E+00  0.29815240E-04  0.00000000E+00  0.13773430E-03  0.00000000E+00  0.37836580E-03  0.00000000E+00
 0.15000000E+00  0.38840900E-04  0.00000000E+00  0.17937420E-03  0.00000000E+00  0.49252970E-03  0.00000000E+00
 0.16000000E+00  0.49714080E-04  0.00000000E+00  0.22951300E-03  0.00000000E+00  0.62989560E-03  0.00000000E+00
 0.17000000E+00  0.62653300E-04  0.00000000E+00  0.28914770E-03  0.00000000E+00  0.79315050E-03  0.00000000E+00
 0.18000000E+00  0.77885640E-04  0.00000000E+00  0.35931190E-03  0.00000000E+00  0.98507170E-03  0.00000000E+00
 0.19000000E+00  0.95646240E-04  0.00000000E+00  0.44107350E-03  0.00000000E+00  0.12085190E-02  0.00000000E+00
 0.20000000E+00  0.11617800E-03  0.00000000E+00  0.53553270E-03  0.00000000E+00  0.14664270E-02  0.00000000E+00
 0.21000000E+00  0.13973080E-03  0.00000000E+00  0.64381960E-03  0.00000000E+00  0.17617990E-02  0.00000000E+00
 0.22000000E+00  0.16656190E-03  0.00000000E+00  0.76709210E-03  0.00000000E+00  0.20976980E-02  0.00000000E+00
 0.23000000E+00  0.19693450E-03  0.00000000E+00  0.90653390E-03  0.00000000E+00  0.24772420E-02  0.00000000E+00
 0.24000000E+00  0.23111830E-03  0.00000000E+00  0.10633520E-02  0.00000000E+00  0.29035950E-02  0.00000000E+00
