 # Test of the spline interpolation (output from subroutine SPLERR)
 #        x                y(x)          y_spline(x)      rel.dif.
   1.0000000000E-02 -5.8588800000E+00 -5.8589164946E+00  6.2289E-06
   2.0000000000E-02 -5.7191320000E+00 -5.7191498278E+00  3.1172E-06
   3.0000000000E-02 -5.5818460000E+00 -5.5818611334E+00  2.7112E-06
   4.0000000000E-02 -5.4478490000E+00 -5.4478610079E+00  2.2042E-06
   5.0000000000E-02 -5.3177530000E+00 -5.3177630161E+00  1.8835E-06
   6.0000000000E-02 -5.1919950000E+00 -5.1920035403E+00  1.6449E-06
   7.0000000000E-02 -5.0708670000E+00 -5.0708729837E+00  1.1800E-06
   8.0000000000E-02 -4.9545410000E+00 -4.9545465637E+00  1.1230E-06
   9.0000000000E-02 -4.8430980000E+00 -4.8431019480E+00  8.1519E-07
   1.0000000000E-01 -4.7365420000E+00 -4.7365453066E+00  6.9810E-07
   1.1000000000E-01 -4.6348180000E+00 -4.6348204720E+00  5.3335E-07
   1.2000000000E-01 -4.5378240000E+00 -4.5378254358E+00  3.1640E-07
   1.3000000000E-01 -4.4454230000E+00 -4.4454248171E+00  4.0875E-07
   1.4000000000E-01 -4.3574540000E+00 -4.3574544920E+00  1.1292E-07
   1.5000000000E-01 -4.2737340000E+00 -4.2737343948E+00  9.2384E-08
   1.6000000000E-01 -4.1940700000E+00 -4.1940708547E+00  2.0379E-07
   1.7000000000E-01 -4.1182620000E+00 -4.1182611124E+00  2.1554E-07
   1.8000000000E-01 -4.0461030000E+00 -4.0461036058E+00  1.4972E-07
   1.9000000000E-01 -3.9773910000E+00 -3.9773903005E+00  1.7586E-07
   2.0000000000E-01 -3.9119220000E+00 -3.9119216841E+00  8.0763E-08
   2.1000000000E-01 -3.8494980000E+00 -3.8494974552E+00  1.4153E-07
   2.2000000000E-01 -3.7899270000E+00 -3.7899265692E+00  1.1368E-07
   2.3000000000E-01 -3.7330240000E+00 -3.7330233421E+00  1.7624E-07
   2.4000000000E-01 -3.6786110000E+00 -3.6786103005E+00  1.9016E-07
   2.5000000000E-01 -3.6265190000E+00 -3.6265186940E+00  8.4376E-08
   2.6000000000E-01 -3.5765880000E+00 -3.5765869975E+00  2.8031E-07
   2.7000000000E-01 -3.5286650000E+00 -3.5286647181E+00  7.9885E-08
   2.8000000000E-01 -3.4826080000E+00 -3.4826072041E+00  2.2855E-07
   2.9000000000E-01 -3.4382820000E+00 -3.4382812856E+00  2.0778E-07
   3.0000000000E-01 -3.3955620000E+00 -3.3955618915E+00  3.1962E-08
   3.1000000000E-01 -3.3543320000E+00 -3.3543310585E+00  2.8069E-07
   3.2000000000E-01 -3.3144810000E+00 -3.3144806946E+00  9.2150E-08
   3.3000000000E-01 -3.2759080000E+00 -3.2759072372E+00  2.3285E-07
   3.4000000000E-01 -3.2385190000E+00 -3.2385190126E+00  3.8881E-09
