 0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
 0.10000000E-01  0.91967630E-09  0.00000000E+00  0.42572100E-08  0.00000000E+00  0.11730210E-07  0.00000000E+00
 0.20000000E-01  0.14501820E-07  0.00000000E+00  0.67127330E-07  0.00000000E+00  0.18495260E-06  0.00000000E+00
 0.30000000E-01  0.72372890E-07  0.00000000E+00  0.33498880E-06  0.00000000E+00  0.92290790E-06  0.00000000E+00
 0.40000000E-01  0.22554740E-06  0.00000000E+00  0.10439050E-05  0.00000000E+00  0.28756930E-05  0.00000000E+00
 0.50000000E-01  0.54312710E-06  0.00000000E+00  0.25135300E-05  0.00000000E+00  0.69231860E-05  0.00000000E+00
 0.60000000E-01  0.11111270E-05  0.00000000E+00  0.51415820E-05  0.00000000E+00  0.14159420E-04  0.00000000E+00
 0.70000000E-01  0.20314150E-05  0.00000000E+00  0.93988120E-05  0.00000000E+00  0.25878240E-04  0.00000000E+00
 0.80000000E-01  0.34207480E-05  0.00000000E+00  0.15824410E-04  0.00000000E+00  0.43560110E-04  0.00000000E+00
 0.90000000E-01  0.54098990E-05  0.00000000E+00  0.25021810E-04  0.00000000E+00  0.68859820E-04  0.00000000E+00
 0.10000000E+00  0.81428560E-05  0.00000000E+00  0.37654760E-04  0.00000000E+00  0.10359510E-03  0.00000000E+00
 0.11000000E+00  0.11776080E-04  0.00000000E+00  0.54443790E-04  0.00000000E+00  0.14973600E-03  0.00000000E+00
 0.12000000E+00  0.16477840E-04  0.00000000E+00  0.76162780E-04  0.00000000E+00  0.20939440E-03  0.00000000E+00
 0.13000000E+00  0.22427550E-04  0.00000000E+00  0.10363590E-03  0.00000000E+00  0.28481520E-03  0.00000000E+00
 0.14000000E+00  0.29815230E-04  0.00000000E+00  0.13773450E-03  0.00000000E+00  0.37836620E-03  0.00000000E+00
 0.15000000E+00  0.38840890E-04  0.00000000E+00  0.17937440E-03  0.00000000E+00  0.49253040E-03  0.00000000E+00
 0.16000000E+00  0.49714060E-04  0.00000000E+00  0.22951340E-03  0.00000000E+00  0.62989640E-03  0.00000000E+00
 0.17000000E+00  0.62653280E-04  0.00000000E+00  0.28914820E-03  0.00000000E+00  0.79315160E-03  0.00000000E+00
 0.18000000E+00  0.77885610E-04  0.00000000E+00  0.35931240E-03  0.00000000E+00  0.98507300E-03  0.00000000E+00
 0.19000000E+00  0.95646210E-04  0.00000000E+00  0.44107420E-03  0.00000000E+00  0.12085200E-02  0.00000000E+00
 0.20000000E+00  0.11617790E-03  0.00000000E+00  0.53553350E-03  0.00000000E+00  0.14664290E-02  0.00000000E+00
 0.21000000E+00  0.13973080E-03  0.00000000E+00  0.64382060E-03  0.00000000E+00  0.17618010E-02  0.00000000E+00
 0.22000000E+00  0.16656180E-03  0.00000000E+00  0.76709330E-03  0.00000000E+00  0.20977010E-02  0.00000000E+00
 0.23000000E+00  0.19693440E-03  0.00000000E+00  0.90653530E-03  0.00000000E+00  0.24772450E-02  0.00000000E+00
 0.24000000E+00  0.23111820E-03  0.00000000E+00  0.10633540E-02  0.00000000E+00  0.29035990E-02  0.00000000E+00
 0.25000000E+00  0.26938850E-03  0.00000000E+00  0.12387790E-02  0.00000000E+00  0.33799670E-02  0.00000000E+00
 0.26000000E+00  0.31202620E-03  0.00000000E+00  0.14340590E-02  0.00000000E+00  0.39095880E-02  0.00000000E+00
 0.27000000E+00  0.35931720E-03  0.00000000E+00  0.16504610E-02  0.00000000E+00  0.44957300E-02  0.00000000E+00
 0.28000000E+00  0.41155240E-03  0.00000000E+00  0.18892700E-02  0.00000000E+00  0.51416800E-02  0.00000000E+00
 0.29000000E+00  0.46902720E-03  0.00000000E+00  0.21517840E-02  0.00000000E+00  0.58507430E-02  0.00000000E+00
 0.30000000E+00  0.53204120E-03  0.00000000E+00  0.24393150E-02  0.00000000E+00  0.66262340E-02  0.00000000E+00
 0.31000000E+00  0.60089810E-03  0.00000000E+00  0.27531850E-02  0.00000000E+00  0.74714710E-02  0.00000000E+00
 0.32000000E+00  0.67590530E-03  0.00000000E+00  0.30947280E-02  0.00000000E+00  0.83897710E-02  0.00000000E+00
 0.33000000E+00  0.75737370E-03  0.00000000E+00  0.34652860E-02  0.00000000E+00  0.93844450E-02  0.00000000E+00
 0.34000000E+00  0.84561760E-03  0.00000000E+00  0.38662070E-02  0.00000000E+00  0.10458790E-01  0.00000000E+00
 0.35000000E+00  0.94095430E-03  0.00000000E+00  0.42988450E-02  0.00000000E+00  0.11616090E-01  0.00000000E+00
 0.36000000E+00  0.10437040E-02  0.00000000E+00  0.47645600E-02  0.00000000E+00  0.12859610E-01  0.00000000E+00
