 0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
 0.10000000E-01  0.23574490E-06  0.00000000E+00  0.71884230E-06  0.00000000E+00  0.15942680E-05  0.00000000E+00
 0.20000000E-01  0.18794700E-05  0.00000000E+00  0.57307270E-05  0.00000000E+00  0.12709020E-04  0.00000000E+00
 0.30000000E-01  0.63218710E-05  0.00000000E+00  0.19274860E-04  0.00000000E+00  0.42741650E-04  0.00000000E+00
 0.40000000E-01  0.14934800E-04  0.00000000E+00  0.45530790E-04  0.00000000E+00  0.10094990E-03  0.00000000E+00
 0.50000000E-01  0.29070700E-04  0.00000000E+00  0.88615510E-04  0.00000000E+00  0.19644190E-03  0.00000000E+00
 0.60000000E-01  0.50063130E-04  0.00000000E+00  0.15258410E-03  0.00000000E+00  0.33817420E-03  0.00000000E+00
 0.70000000E-01  0.79226530E-04  0.00000000E+00  0.24142780E-03  0.00000000E+00  0.53494380E-03  0.00000000E+00
 0.80000000E-01  0.11785620E-03  0.00000000E+00  0.35907320E-03  0.00000000E+00  0.79538320E-03  0.00000000E+00
 0.90000000E-01  0.16722820E-03  0.00000000E+00  0.50938080E-03  0.00000000E+00  0.11279540E-02  0.00000000E+00
 0.10000000E+00  0.22859960E-03  0.00000000E+00  0.69614410E-03  0.00000000E+00  0.15409420E-02  0.00000000E+00
 0.11000000E+00  0.30320790E-03  0.00000000E+00  0.92308870E-03  0.00000000E+00  0.20424510E-02  0.00000000E+00
 0.12000000E+00  0.39227180E-03  0.00000000E+00  0.11938710E-02  0.00000000E+00  0.26403980E-02  0.00000000E+00
 0.13000000E+00  0.49699030E-03  0.00000000E+00  0.15120780E-02  0.00000000E+00  0.33425080E-02  0.00000000E+00
 0.14000000E+00  0.61854330E-03  0.00000000E+00  0.18812240E-02  0.00000000E+00  0.41563100E-02  0.00000000E+00
 0.15000000E+00  0.75809160E-03  0.00000000E+00  0.23047540E-02  0.00000000E+00  0.50891310E-02  0.00000000E+00
 0.16000000E+00  0.91677640E-03  0.00000000E+00  0.27860380E-02  0.00000000E+00  0.61480910E-02  0.00000000E+00
 0.17000000E+00  0.10957200E-02  0.00000000E+00  0.33283730E-02  0.00000000E+00  0.73401000E-02  0.00000000E+00
 0.18000000E+00  0.12960240E-02  0.00000000E+00  0.39349830E-02  0.00000000E+00  0.86718520E-02  0.00000000E+00
 0.19000000E+00  0.15187730E-02  0.00000000E+00  0.46090140E-02  0.00000000E+00  0.10149820E-01  0.00000000E+00
 0.20000000E+00  0.17650310E-02  0.00000000E+00  0.53535370E-02  0.00000000E+00  0.11780270E-01  0.00000000E+00
 0.21000000E+00  0.20358410E-02  0.00000000E+00  0.61715480E-02  0.00000000E+00  0.13569210E-01  0.00000000E+00
 0.22000000E+00  0.23322300E-02  0.00000000E+00  0.70659630E-02  0.00000000E+00  0.15522440E-01  0.00000000E+00
 0.23000000E+00  0.26552040E-02  0.00000000E+00  0.80396210E-02  0.00000000E+00  0.17645530E-01  0.00000000E+00
 0.24000000E+00  0.30057480E-02  0.00000000E+00  0.90952810E-02  0.00000000E+00  0.19943790E-01  0.00000000E+00
 0.25000000E+00  0.33848310E-02  0.00000000E+00  0.10235620E-01  0.00000000E+00  0.22422320E-01  0.00000000E+00
 0.26000000E+00  0.37934010E-02  0.00000000E+00  0.11463250E-01  0.00000000E+00  0.25085940E-01  0.00000000E+00
 0.27000000E+00  0.42323850E-02  0.00000000E+00  0.12780680E-01  0.00000000E+00  0.27939260E-01  0.00000000E+00
 0.28000000E+00  0.47026940E-02  0.00000000E+00  0.14190350E-01  0.00000000E+00  0.30986620E-01  0.00000000E+00
 0.29000000E+00  0.52052170E-02  0.00000000E+00  0.15694620E-01  0.00000000E+00  0.34232120E-01  0.00000000E+00
 0.30000000E+00  0.57408260E-02  0.00000000E+00  0.17295760E-01  0.00000000E+00  0.37679590E-01  0.00000000E+00
 0.31000000E+00  0.63103720E-02  0.00000000E+00  0.18995970E-01  0.00000000E+00  0.41332620E-01  0.00000000E+00
 0.32000000E+00  0.69146870E-02  0.00000000E+00  0.20797340E-01  0.00000000E+00  0.45194550E-01  0.00000000E+00
 0.33000000E+00  0.75545850E-02  0.00000000E+00  0.22701920E-01  0.00000000E+00  0.49268440E-01  0.00000000E+00
 0.34000000E+00  0.82308590E-02  0.00000000E+00  0.24711640E-01  0.00000000E+00  0.53557100E-01  0.00000000E+00
 0.35000000E+00  0.89442850E-02  0.00000000E+00  0.26828350E-01  0.00000000E+00  0.58063080E-01  0.00000000E+00
 0.36000000E+00  0.96956180E-02  0.00000000E+00  0.29053830E-01  0.00000000E+00  0.62788680E-01  0.00000000E+00
 0.37000000E+00  0.10485600E-01  0.00000000E+00  0.31389780E-01  0.00000000E+00  0.67735910E-01  0.00000000E+00
 0.38000000E+00  0.11314930E-01  0.00000000E+00  0.33837790E-01  0.00000000E+00  0.72906530E-01  0.00000000E+00
 0.39000000E+00  0.12184330E-01  0.00000000E+00  0.36399370E-01  0.00000000E+00  0.78302040E-01  0.00000000E+00
 0.40000000E+00  0.13094470E-01  0.00000000E+00  0.39075980E-01  0.00000000E+00  0.83923670E-01  0.00000000E+00
 0.41000000E+00  0.14046010E-01  0.00000000E+00  0.41868950E-01  0.00000000E+00  0.89772380E-01  0.00000000E+00
 0.42000000E+00  0.15039590E-01  0.00000000E+00  0.44779540E-01  0.00000000E+00  0.95848880E-01  0.00000000E+00
 0.43000000E+00  0.16075840E-01  0.00000000E+00  0.47808940E-01  0.00000000E+00  0.10215360E+00  0.00000000E+00
 0.44000000E+00  0.17155360E-01  0.00000000E+00  0.50958230E-01  0.00000000E+00  0.10868670E+00  0.00000000E+00
 0.45000000E+00  0.18278730E-01  0.00000000E+00  0.54228420E-01  0.00000000E+00  0.11544810E+00  0.00000000E+00
 0.46000000E+00  0.19446520E-01  0.00000000E+00  0.57620430E-01  0.00000000E+00  0.12243750E+00  0.00000000E+00
 0.47000000E+00  0.20659280E-01  0.00000000E+00  0.61135100E-01  0.00000000E+00  0.12965420E+00  0.00000000E+00
 0.48000000E+00  0.21917550E-01  0.00000000E+00  0.64773170E-01  0.00000000E+00  0.13709730E+00  0.00000000E+00
 0.49000000E+00  0.23221820E-01  0.00000000E+00  0.68535320E-01  0.00000000E+00  0.14476580E+00  0.00000000E+00
 0.50000000E+00  0.24572590E-01  0.00000000E+00  0.72422110E-01  0.00000000E+00  0.15265810E+00  0.00000000E+00
 0.51000000E+00  0.25970340E-01  0.00000000E+00  0.76434040E-01  0.00000000E+00  0.16077280E+00  0.00000000E+00
 0.52000000E+00  0.27415520E-01  0.00000000E+00  0.80571530E-01  0.00000000E+00  0.16910780E+00  0.00000000E+00
 0.53000000E+00  0.28908580E-01  0.00000000E+00  0.84834890E-01  0.00000000E+00  0.17766090E+00  0.00000000E+00
 0.54000000E+00  0.30449920E-01  0.00000000E+00  0.89224370E-01  0.00000000E+00  0.18642990E+00  0.00000000E+00
 0.55000000E+00  0.32039950E-01  0.00000000E+00  0.93740120E-01  0.00000000E+00  0.19541210E+00  0.00000000E+00
 0.56000000E+00  0.33679050E-01  0.00000000E+00  0.98382210E-01  0.00000000E+00  0.20460440E+00  0.00000000E+00
 0.57000000E+00  0.35367590E-01  0.00000000E+00  0.10315060E+00  0.00000000E+00  0.21400380E+00  0.00000000E+00
 0.58000000E+00  0.37105910E-01  0.00000000E+00  0.10804530E+00  0.00000000E+00  0.22360700E+00  0.00000000E+00
 0.59000000E+00  0.38894340E-01  0.00000000E+00  0.11306600E+00  0.00000000E+00  0.23341020E+00  0.00000000E+00
 0.60000000E+00  0.40733200E-01  0.00000000E+00  0.11821260E+00  0.00000000E+00  0.24340970E+00  0.00000000E+00
 0.61000000E+00  0.42622770E-01  0.00000000E+00  0.12348460E+00  0.00000000E+00  0.25360120E+00  0.00000000E+00
 0.62000000E+00  0.44563340E-01  0.00000000E+00  0.12888160E+00  0.00000000E+00  0.26398070E+00  0.00000000E+00
 0.63000000E+00  0.46555160E-01  0.00000000E+00  0.13440320E+00  0.00000000E+00  0.27454340E+00  0.00000000E+00
 0.64000000E+00  0.48598470E-01  0.00000000E+00  0.14004870E+00  0.00000000E+00  0.28528460E+00  0.00000000E+00
 0.65000000E+00  0.50693490E-01  0.00000000E+00  0.14581750E+00  0.00000000E+00  0.29619940E+00  0.00000000E+00
 0.66000000E+00  0.52840440E-01  0.00000000E+00  0.15170890E+00  0.00000000E+00  0.30728260E+00  0.00000000E+00
 0.67000000E+00  0.55039490E-01  0.00000000E+00  0.15772200E+00  0.00000000E+00  0.31852880E+00  0.00000000E+00
 0.68000000E+00  0.57290820E-01  0.00000000E+00  0.16385590E+00  0.00000000E+00  0.32993240E+00  0.00000000E+00
 0.69000000E+00  0.59594590E-01  0.00000000E+00  0.17010970E+00  0.00000000E+00  0.34148760E+00  0.00000000E+00
 0.70000000E+00  0.61950930E-01  0.00000000E+00  0.17648230E+00  0.00000000E+00  0.35318840E+00  0.00000000E+00
 0.71000000E+00  0.64359960E-01  0.00000000E+00  0.18297260E+00  0.00000000E+00  0.36502870E+00  0.00000000E+00
 0.72000000E+00  0.66821790E-01  0.00000000E+00  0.18957930E+00  0.00000000E+00  0.37700200E+00  0.00000000E+00
